Event_Code,VIN
124598,BU46WGHN5NB1R0D5L
124597,GF76THRU3EH8A1KV1
124596,SDWKS6B41CW3LEE40
124595,KJX75U404P223JU9J
124594,EEV30GB23XLUWEEZ0
124593,76MZN8WK60W35JGEF
124592,T879MNF43X11R4CHH
124591,CKDG480F56D5J9SM6
124590,4YNG1P5Z2KTSN9XVW
124589,BPBCMPC66Z41H0194
124588,MSYVFJZM8EX9DT228
124587,1HZ6VRCJ3SDYC59CH
124586,ELZT0KHMXYAWF2XN7
124585,VKYUX69P1S58MA0GV
124584,X8ZF5JAW1MGCT8RS1
124583,CM6DTF9188HG79X02
124582,N1FTU3Z24HTX87B5N
124581,A13XZFWE1MEUB2ENU
124580,CN73KKYL99EF7GXUB
124579,417ESULY113G1KEP1
124578,TLKX99TH1CW8LDENR
124577,8C7SZDFJ2UECDKGAZ
124576,5HUCB8C52HE04CEYJ
124575,M1A70ZWEXVKHDRS0V
124574,1L0M0H5W1YHTXU17N
124573,7BZZ67XXXU5PH1FXL
124572,9N42XUEK6FS2W0MVR
124571,3D2YMUFB1AF94K5ZE
124570,9WYVD7NS6M41WHJCC
124569,4ND5M4225WW0LEF58
124568,DGNK4A7D5Z12NCHEF
124567,BFLVFUAA500X7E30G
124566,9UBRFF4K1LYA2VDZX
124565,LEZXCTHK95ZNLXCV6
124564,01BHPDKN07L5GAY2X
124563,518GL3L91YFFEBP04
124562,9M6G8METXLF58LHLX
124561,NS6U3SZ52MGPSRC55
124560,7AMSMCXK490E5H3FT
124559,6GP8XBMP12J21D3AX
124558,W93CKDX782W16MD6S
124557,2J4SHYT40ADTP3H13
124556,5N5E32Z337JGRZ6FD
124555,4C2G83TZ6UPR77H31
124554,S1DZYAAX6CW0XGBET
124553,CN7GV9X5405W3ZRP3
124552,YY66R3VKX9R6T2MJ1
124551,PWXLN59A7GXG50Y8M
124550,BURR5HGZ8R5FU1PU1
124549,54CFBL1H0LPXV3AP6
124548,273KBZ3A3R7972N42
124547,RJ7G1E8Y8387D32LG
124546,WX80YLMRXHDHHNLFJ
124545,GJNLM7SY7WU77WTZ8
124544,UP7698SW48KZWK2Y2
124543,A8ESZ1S88G8GFTYM8
124542,DT4TN57V5TMHGUK41
124541,CV5XWDPK9KDAH062V
124540,FB22FD56533ZT543Z
124539,ZCKMV9KCX1VJPNFK7
124538,M51XW7MC45GJAYS6Z
124537,MXDZL8RG288JZB9CB
124536,X0WZBPUFX7K5WHM0E
124535,9FF5F9WM8VGBNPUK6
124534,W9ZEN9V83JM1UDZ5T
124533,4553NV3B1NX7FCCLA
124532,YG9VWGBM99N77SSN0
124531,HF3J7HV81ZU30X2FM
124530,5JE1ATH17K20L3BB7
124529,M0FK21D52D4MGR9H4
124528,1ERW27FB1JWLLXJ21
124527,S1DDCYTRXC3DCNM41
124526,TGDZHE297BFSWWCYK
124525,9ENPMFVD47B92WXYR
124524,HX353M522SWUHWS5S
124523,C6C1RG7D42PF1AMXG
124522,V4Z0V6V005B4YME4K
124521,BZ01A9A571YZWDECK
124520,06CGXHSCXUD2X6U5Z
124519,1LE4F0NL62U7FRCCP
124518,B14E578P856N79F9H
124517,H6PFT5ZZ7WER2VCM2
124516,EX6ZB3L87PV23JU8H
124515,N85YJ9H12LE73TSXU
124514,6CA06PJ28R5PDSL3K
124513,XRTNNCS10SDC8DU7S
124512,TYWKFFJB5DF3JCBAU
124511,1ED2FFAK5TSZPJ3SW
124510,3RVBAL5K76TNDAUDD
124509,VXD9E2WS54037UK3H
124508,HAN30K00XNLTJMN0Y
124507,FFJ707WM6WW6XT63M
124506,595BAU0155YS1XVWM
124505,0N6C11BVX9TWHFNWZ
124504,CBNSHMFY8H11ZYH8D
124503,7LMPMKPC62HHMVJN8
124502,FAMKK67K0HBFS8F0U
124501,CZGKY3ZL84139ZJ3N
124500,YVM3KFD56M5KVC2X8
124499,BNZGAVEV3G2DG69BG
124498,ETGHXJ5J6V4UUG67E
124497,UCAL4FHJ9E4S3GJFT
124496,9NDB4SVU83LWHWS3X
124495,KFEEZ40M90FRC3LXH
124494,EF0GVFJ68G9WCDZFT
124493,DHAT62RG6DJ8WJ5GS
124492,LK389YSG24PU4CK37
124491,YHL0F1EK6JVCX6RSW
124490,3N2W1HZV8FJT70CDG
124489,33YWMRLN4T3MGXYCP
124488,VE6JD5PPXHD53B17Y
124487,35VUYYSRX4EASX01X
124486,4EPDV06K67LKJY5A9
124485,8S4MWA7K7XY7M7M63
124484,Y1YC4REH6Z629K5PU
124483,XNLU567G8A4D7J6XG
124482,B7J9F9G59D202B992
124481,V7TFV2E89R4K3J225
124480,CKVCUTJ55LKSXBYSL
124479,VDA1G0WP6DS1GFCJW
124478,4HC0Y7KF0UZVUKGKT
124477,3KEVHRSZ3HVXXF309
124476,7B8W3VZM0YH55JM1K
124475,W8HAPM1DXG1S6XA1B
124474,WGG8HYN57AX9EX9XF
124473,2CYLP2AE2MSMMEU5D
124472,ASMWSYWA273ENNZ5R
124471,XM7PXFAG2B2KW27AH
124470,NH3F1TDL2AKSNAWEJ
124469,ACE629P27VGL5L7VA
124468,R1FPHG1R4A1R1EKVK
124467,L2GXAMMZ0U26YKXF1
124466,WGV3YJBY1DJN2GVC7
124465,V3V22H4959T1VBH9P
124464,T7PRWRKW81AUCE2VZ
124463,2REPXFJX4H1PE7B2R
124462,XE32NJ924LFZNLVMH
124461,B8KH5EK40CP7P8D7U
124460,0HARJH0U76KPCMD2Y
124459,8DAJERHS3LFEC4VZZ
124458,U8FY45CK9EZBM7008
124457,CPCZB2RR7K6EUBYK8
124456,VHX9T2NB7Z4FPM358
124455,20WMPBB52FGY6PBMG
124454,85VCTCY3XVEKY5N86
124453,NVYEW39C2SYUM6X0V
124452,JCV2VY2E5WGT8LUU6
124451,TF2D20VWXFPPV1ZJU
124450,PBF8ZP727KAGEPES0
124449,W2ZAFXWK0MZ9AUJN2
124448,G8N5CGDV6XUW3YULF
124447,20A91YPH03UDP0DEP
124446,WV6RXWLF7D5V9K2EC
124445,AB32YRNKXMP0F443T
124444,WHLCMZ3X4KLRVFTAM
124443,1LKX74G17B0VUXNFP
124442,FMH3LZB441M0XY9KA
124441,S62A27XM54TN3SLN8
124440,VHGS11H66D1ZKV6SD
124439,D1W3J20E7LXUX743Z
124438,6PMJMRU3X7L6ZLYJ5
124437,HH0H3REU0RJ7WAMNG
124436,P8316YF81N06MYFXX
124435,KS4NP4J70R1CK9N9A
124434,T18YH00LXSP5TERY1
124433,6AJXNDRE1TMSTRKH0
124432,E15KMLME1C7ZZS1WL
124431,TKPT4Z8K7HHENEPCV
124430,K8ZUH9U1XRK1J9REE
124429,1R1NDTTM8KLCLMWML
124428,Z3RY1S6513KZEXLKS
124427,G73CU2GG5NA1DU9FN
124426,KZL6EMXRXS4XGK4BX
124425,7NYD9BGGX16S9E37K
124424,GKHKE4MC24AGDEGHT
124423,05RGDYJC92WN5V0PN
124422,RKHDGHF39PXS6DPZ6
124421,YBWY01K2097F60PS5
124420,9BWJULUEXSNKCUFPU
124419,YYPB1VW8210KT1A3W
124418,S4PZZGUM9H1SVW67P
124417,WTF5WBLC1S8HFM2YU
124416,L85SVKUN00SGFVANP
124415,U8354VFY2MYBFC4ZA
124414,BAX23U6C31SPLZEPP
124413,5RMVU40EX774UXAG0
124412,9YTXVR9P1RPGPUBKT
124411,JRSFR42G3CYJ2XUHW
124410,Y6038HAA61SP40F6R
124409,PATJA8AP0GYMWFEUW
124408,AGLNCE243DGC7D173
124407,N2D7NU8LXJWVW5ZYA
124406,7JZKJHMF10JH3WFEF
124405,XV01Y58D9P42PKV7B
124404,LTGSMCNE0FZHWJNXY
124403,NR9UECSU1R94E0LP1
124402,NUFR4R7Z8GZ96AZ2X
124401,M63C64AE7ZP9TJXF8
124400,CW5V8NHS83Z8DWHXK
124399,7T6GT16SX8K4G9214
124398,T5GCXK1C90MW25LTG
124397,WZJK57GP6RAUGZHLK
124396,3BJBGJ0LX9ZH19VCA
124395,5B7XEJW87W2U2REMG
124394,NZ1AD0FD3AF151WZ6
124393,S7FJXZ7X3F9XWRM4A
124392,SAXN302Z6A2Z7X3GU
124391,GB5UDP7A3E7LMETDW
124390,PE59P61B67BKN8FTY
124389,CPN26YE63CYYH82K9
124388,3TMU36949CZ16UB5V
124387,9M8MRBXY3DNAK6PES
124386,2YEVDX1S9MEVPSG8K
124385,07VHNSEM56NCEMWX9
124384,3Z4S26JB7FF2P79YP
124383,7YNYTTLR2FP2F434H
124382,6CEG8LDE5249A5T99
124381,4TDXE2N50RDD5VXDL
124380,XRY5B5ST7WALRFYVL
124379,CJPSJ0WC8GMPPUUYZ
124378,3NGYMCWH391HXR3K6
124377,LRLS8DN574TVPS4WG
124376,0B9E8UUPXFJZS0MGL
124375,3YB0LPWX7M07S137C
124374,JPDRMCCU4JF8WNS2B
124373,G3X15DZ88ZM8WUAAC
124372,CTSY399A1NR348X6R
124371,A0C9SHNU7UXX59XJP
124370,CFMSTEGF23PL3ZMWR
124369,7NDYLCAZ15TH25G8P
124368,A9L3YB2954PPBLPCS
124367,B7UAEKA72NGCGG46C
124366,HMC9W9KY7JTM6SL4B
124365,CTWUB52U1YMFT20M5
124364,GW6D3SG58X52V83DF
124363,B6TMC5G72C3SXZEJH
124362,JA4G7MEU6EKGKGJWS
124361,500KFVWS277W7GT42
124360,FHP21AX86Z8KX3ETE
124359,0BP4FRYJ4DN3F57CD
124358,2S9HVRYJ6K77LC4AD
124357,BK512ZKR55AYX4C1N
124356,28K3N6GS0EV9MMBH6
124355,49PCJRNP044C1A2X2
124354,5B4BV71V1N64H9BMS
124353,LUK9B8342VH4Y445D
124352,697KTTGG31J234PED
124351,05U8VLZL0ZS64C187
124350,M2N59GKHXE24KMCMM
124349,A9PR49NU607AZNU0K
124348,27N01ZT5XM4PE3XKL
124347,EYCV8PGZ5XLJA76LX
124346,TDW8C8AM416TMMMWY
124345,A3FCVPA055JU84RPC
124344,MWW9N1FP30EAG8KWL
124343,9XGKTUPFX4ZJK9Y1Y
124342,TC0JSSP012R535746
124341,3DF2ZABK0FJXUXEU0
124340,DE56BWKCXBGPZBW04
124339,E9LVJGSE8N32LBS8P
124338,2RRG9S631DH20YT6Y
124337,7P689FPF4UWT785BN
124336,X256R3ZV0PCHTJ08Z
124335,ZVY3X7JE4B85XVDTD
124334,AGZPVF034PXCV29SM
124333,YZ1VV9NG2P1F29MW4
124332,9REFHJ6H9Y0Y5NW18
124331,V3335RGU4FH1P8755
124330,HA5H99U1258XH9F5R
124329,22ZTTR0R7L31XBKBZ
124328,EHCRJE1D3XKD3H4ZS
124327,N4EFMFA3938TKGUPB
124326,HGAB6FWJ30HVNU43V
124325,B9BX1D4V9TLGCDXUY
124324,EZ13RGW0663JR9VPC
124323,LSRARCPJ0ZF1FAXG2
124322,2P11CW4P0HAGVH19S
124321,GPFWD5DB14DB20DGX
124320,2Z74KV8N4MD2MUSKM
124319,SAHK6LYM5G7WPFW8Y
124318,4JZ4EYARXBGL46SKH
124317,EEN4C8PM1CKGPCDCU
124316,TPRBK17630F6CKTSU
124315,5TBW5V4T670DM2Z0E
124314,XLPKJZ93042W3SBXK
124313,JEKGSHK38YN0FWHT9
124312,FBZ9VYW77GJBAN5RU
124311,TWB15ACH0XAN0SLX0
124310,BCU3EWT73FJLRV0G2
124309,F2MB0TPUX8U5C4SB6
124308,6J663CU7XVZ2FJKYK
124307,JGPANN2T09L4RJW9J
124306,4R9ESXHX1C58DDZL3
124305,03Y3AVJT5X8JPPBC8
124304,YZPKR7C95NR0WHA1W
124303,X36NW5TK1CUNEJD8G
124302,LAE5413F0MA8XMP6T
124301,SF9M90700REWXB0W7
124300,9D00WFWG50FTCL74A
124299,WDHAJ88A7P08BDA05
124298,20N4EKX671V1HUSVJ
124297,BG209CGM56KL9P19G
124296,T2FARJX28PRYYNBT2
124295,LGVJFN0G34NDANM2X
124294,N0VG1XHZ5FK0GCD00
124293,XC5MH1FJ1UHB1HP2U
124292,EAV2GSPY4DPTU6CJP
124291,GM0BF55D0SABPC8DT
124290,GN7GAEFM8M8S0S8UD
124289,AP2LBWFE2BEHAGH0T
